Country,Date,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalTests,Population,Continent,1 Caseevery X ppl,lat,lon
Central African Republic,2023-03-06,15368,0,113.0,0.0,15200.0,0,55.0,2,81294.0,5016678,Africa,326,7.0323598,19.9981227
Central African Republic,2023-03-07,15368,0,113.0,0.0,15200.0,0,55.0,2,81294.0,5016678,Africa,326,7.0323598,19.9981227
Central African Republic,2023-03-08,15368,0,113.0,0.0,15200.0,0,55.0,2,81294.0,5016678,Africa,326,7.0323598,19.9981227
Central African Republic,2023-03-09,15368,0,113.0,0.0,15200.0,0,55.0,2,81294.0,5016678,Africa,326,7.0323598,19.9981227
Central African Republic,2023-03-10,15368,0,113.0,0.0,15200.0,0,55.0,2,81294.0,5016678,Africa,326,7.0323598,19.9981227
Cambodia,2023-03-02,138719,2,3056.0,0.0,135657.0,1,6.0,0,3091420.0,17168639,Asia,124,12.5433216,104.8144914
Cambodia,2023-03-03,138719,0,3056.0,0.0,135657.0,0,6.0,0,3091420.0,17168639,Asia,124,12.5433216,104.8144914
Cambodia,2023-03-04,138719,0,3056.0,0.0,135658.0,1,5.0,0,3091420.0,17168639,Asia,124,12.5433216,104.8144914
Cambodia,2023-03-05,138719,0,3056.0,0.0,135658.0,0,5.0,0,3091420.0,17168639,Asia,124,12.5433216,104.8144914
Cambodia,2023-03-06,138719,0,3056.0,0.0,135658.0,0,5.0,0,3091420.0,17168639,Asia,124,12.5433216,104.8144914
Cambodia,2023-03-07,138719,0,3056.0,0.0,135658.0,0,5.0,0,3091420.0,17168639,Asia,124,12.5433216,104.8144914
Cambodia,2023-03-08,138719,0,3056.0,0.0,135660.0,2,3.0,0,3091420.0,17168639,Asia,124,12.5433216,104.8144914
Cambodia,2023-03-09,138719,0,3056.0,0.0,135660.0,0,3.0,0,3091420.0,17168639,Asia,124,12.5433216,104.8144914
Cambodia,2023-03-10,138719,0,3056.0,0.0,135660.0,0,3.0,0,3091420.0,17168639,Asia,124,12.5433216,104.8144914
Cameroon,2023-03-02,124392,0,1965.0,0.0,122344.0,0,83.0,13,1751774.0,27911548,Africa,224,4.6125522,13.1535811
Cameroon,2023-03-03,124392,0,1965.0,0.0,122344.0,0,83.0,13,1751774.0,27911548,Africa,224,4.6125522,13.1535811
Cameroon,2023-03-04,124392,0,1965.0,0.0,122344.0,0,83.0,13,1751774.0,27911548,Africa,224,4.6125522,13.1535811
Cameroon,2023-03-05,124392,0,1965.0,0.0,122344.0,0,83.0,13,1751774.0,27911548,Africa,224,4.6125522,13.1535811
Cameroon,2023-03-06,124392,0,1965.0,0.0,122344.0,0,83.0,13,1751774.0,27911548,Africa,224,4.6125522,13.1535811
Cameroon,2023-03-07,124392,0,1965.0,0.0,122344.0,0,83.0,13,1751774.0,27911548,Africa,224,4.6125522,13.1535811
Cameroon,2023-03-08,124392,0,1965.0,0.0,122344.0,0,83.0,13,1751774.0,27911548,Africa,224,4.6125522,13.1535811
Cameroon,2023-03-09,124392,0,1965.0,0.0,122344.0,0,83.0,13,1751774.0,27911548,Africa,224,4.6125522,13.1535811
Cameroon,2023-03-10,124392,0,1965.0,0.0,122344.0,0,83.0,13,1751774.0,27911548,Africa,224,4.6125522,13.1535811
Canada,2023-03-02,4591149,0,51249.0,0.0,4502066.0,1530,37834.0,99,66343123.0,38388419,North America,8,61.0666922,-107.991707
Canada,2023-03-03,4591149,0,51249.0,0.0,4503595.0,1529,36305.0,99,66343123.0,38388419,North America,8,61.0666922,-107.991707
Canada,2023-03-04,4591149,0,51249.0,0.0,4505125.0,1530,34775.0,99,66343123.0,38388419,North America,8,61.0666922,-107.991707
Canada,2023-03-05,4591149,0,51249.0,0.0,4506654.0,1529,33246.0,99,66343123.0,38388419,North America,8,61.0666922,-107.991707
Canada,2023-03-06,4599263,1353,51419.0,29.0,4506654.0,1529,41190.0,99,66343123.0,38388419,North America,8,61.0666922,-107.991707
Canada,2023-03-07,4600615,1352,51447.0,28.0,4508184.0,1530,40984.0,99,66343123.0,38388419,North America,8,61.0666922,-107.991707
Canada,2023-03-08,4600615,0,51447.0,0.0,4511155.0,2971,38013.0,99,66343123.0,38388419,North America,8,61.0666922,-107.991707
Canada,2023-03-09,4600615,0,51447.0,0.0,4510957.0,0,38211.0,99,66343123.0,38388419,North America,8,61.0666922,-107.991707
Canada,2023-03-10,4600615,0,51447.0,0.0,4513840.0,1442,35328.0,99,66343123.0,38388419,North America,8,61.0666922,-107.991707
Chad,2023-03-02,7678,0,194.0,0.0,4874.0,0,2610.0,0,191341.0,17413580,Africa,"2,268",15.6134137,19.0156172
Chad,2023-03-03,7678,0,194.0,0.0,4874.0,0,2610.0,0,191341.0,17413580,Africa,"2,268",15.6134137,19.0156172
Chad,2023-03-04,7678,0,194.0,0.0,4874.0,0,2610.0,0,191341.0,17413580,Africa,"2,268",15.6134137,19.0156172
Chad,2023-03-05,7678,0,194.0,0.0,4874.0,0,2610.0,0,191341.0,17413580,Africa,"2,268",15.6134137,19.0156172
Chad,2023-03-06,7678,0,194.0,0.0,4874.0,0,2610.0,0,191341.0,17413580,Africa,"2,268",15.6134137,19.0156172
Chad,2023-03-07,7678,0,194.0,0.0,4874.0,0,2610.0,0,191341.0,17413580,Africa,"2,268",15.6134137,19.0156172
Chad,2023-03-08,7679,1,194.0,0.0,4874.0,0,2611.0,0,191341.0,17413580,Africa,"2,268",15.6134137,19.0156172
Chad,2023-03-09,7679,0,194.0,0.0,4874.0,0,2611.0,0,191341.0,17413580,Africa,"2,268",15.6134137,19.0156172
Chad,2023-03-10,7679,0,194.0,0.0,4874.0,0,2611.0,0,191341.0,17413580,Africa,"2,268",15.6134137,19.0156172
Chile,2023-03-02,5172090,2951,64197.0,20.0,5101501.0,1963,6392.0,82,48470891.0,19250195,South America,4,-31.7613365,-71.3187697
Chile,2023-03-03,5174951,2861,64210.0,13.0,5101501.0,0,9240.0,87,48486557.0,19250195,South America,4,-31.7613365,-71.3187697
Chile,2023-03-04,5177770,2819,64222.0,12.0,5101501.0,0,12047.0,83,48501621.0,19250195,South America,4,-31.7613365,-71.3187697
Chile,2023-03-05,5180329,2559,64230.0,8.0,5108603.0,7102,7496.0,83,48515971.0,19250195,South America,4,-31.7613365,-71.3187697
Chile,2023-03-06,5180329,2559,64230.0,8.0,5108603.0,7102,7496.0,83,48515971.0,19250195,South America,4,-31.7613365,-71.3187697
Chile,2023-03-07,5182360,2031,64247.0,17.0,5111313.0,2710,6800.0,83,48526135.0,19250195,South America,4,-31.7613365,-71.3187697
Chile,2023-03-08,5184582,2222,64250.0,3.0,5113905.0,2592,6427.0,86,48535671.0,19250195,South America,4,-31.7613365,-71.3187697
Chile,2023-03-09,5188380,3798,64254.0,4.0,5116507.0,2602,7619.0,88,48553965.0,19250195,South America,4,-31.7613365,-71.3187697
Chile,2023-03-10,5195994,3708,64285.0,12.0,5119229.0,0,12480.0,86,48592050.0,19250195,South America,4,-31.7613365,-71.3187697
China,2023-03-02,503302,0,5272.0,0.0,379053.0,0,118977.0,7557,160000000.0,1448471400,Asia,"2,878",35.000074,104.999927
China,2023-03-03,503302,0,5272.0,0.0,379053.0,0,118977.0,7557,160000000.0,1448471400,Asia,"2,878",35.000074,104.999927
China,2023-03-04,503302,0,5272.0,0.0,379053.0,0,118977.0,7557,160000000.0,1448471400,Asia,"2,878",35.000074,104.999927
China,2023-03-05,503302,0,5272.0,0.0,379053.0,0,118977.0,7557,160000000.0,1448471400,Asia,"2,878",35.000074,104.999927
China,2023-03-06,503302,0,5272.0,0.0,379053.0,0,118977.0,7557,160000000.0,1448471400,Asia,"2,878",35.000074,104.999927
China,2023-03-07,503302,0,5272.0,0.0,379053.0,0,118977.0,7557,160000000.0,1448471400,Asia,"2,878",35.000074,104.999927
China,2023-03-08,503302,0,5272.0,0.0,379053.0,0,118977.0,7557,160000000.0,1448471400,Asia,"2,878",35.000074,104.999927
China,2023-03-09,503302,0,5272.0,0.0,379053.0,0,118977.0,7557,160000000.0,1448471400,Asia,"2,878",35.000074,104.999927
China,2023-03-10,503302,0,5272.0,0.0,379053.0,0,118977.0,7557,160000000.0,1448471400,Asia,"2,878",35.000074,104.999927
Colombia,2023-03-02,6360089,0,142629.0,0.0,6183658.0,0,33802.0,342,36951507.0,51512762,South America,8,4.099917,-72.9088133
Colombia,2023-03-03,6360089,0,142629.0,0.0,6183658.0,0,33802.0,342,36951507.0,51512762,South America,8,4.099917,-72.9088133
Colombia,2023-03-04,6360089,0,142629.0,0.0,6183658.0,0,33802.0,342,36951507.0,51512762,South America,8,4.099917,-72.9088133
Colombia,2023-03-05,6360089,0,142629.0,0.0,6183658.0,0,33802.0,342,36951507.0,51512762,South America,8,4.099917,-72.9088133
Colombia,2023-03-06,6360089,0,142629.0,0.0,6183658.0,0,33802.0,342,36951507.0,51512762,South America,8,4.099917,-72.9088133
Colombia,2023-03-07,6360089,0,142629.0,0.0,6183658.0,0,33802.0,342,36951507.0,51512762,South America,8,4.099917,-72.9088133
Colombia,2023-03-08,6360089,0,142629.0,0.0,6183658.0,0,33802.0,342,36951507.0,51512762,South America,8,4.099917,-72.9088133
Colombia,2023-03-09,6360780,691,142639.0,10.0,6184346.0,688,33795.0,342,36951507.0,51512762,South America,8,4.099917,-72.9088133
Colombia,2023-03-10,6360780,0,142639.0,0.0,6184346.0,0,33795.0,342,36951507.0,51512762,South America,8,4.099917,-72.9088133
Congo,2023-03-02,25375,0,386.0,0.0,24006.0,0,983.0,0,347815.0,5797805,Africa,228,-2.9814344,23.8222636
Congo,2023-03-03,25375,0,386.0,0.0,24006.0,0,983.0,0,347815.0,5797805,Africa,228,-2.9814344,23.8222636
Congo,2023-03-04,25375,0,386.0,0.0,24006.0,0,983.0,0,347815.0,5797805,Africa,228,-2.9814344,23.8222636
Congo,2023-03-05,25375,0,386.0,0.0,24006.0,0,983.0,0,347815.0,5797805,Africa,228,-2.9814344,23.8222636
Congo,2023-03-06,25375,0,386.0,0.0,24006.0,0,983.0,0,347815.0,5797805,Africa,228,-2.9814344,23.8222636
Congo,2023-03-07,25375,0,386.0,0.0,24006.0,0,983.0,0,347815.0,5797805,Africa,228,-2.9814344,23.8222636
Congo,2023-03-08,25375,0,386.0,0.0,24006.0,0,983.0,0,347815.0,5797805,Africa,228,-2.9814344,23.8222636
Congo,2023-03-09,25375,0,386.0,0.0,24006.0,0,983.0,0,347815.0,5797805,Africa,228,-2.9814344,23.8222636
Congo,2023-03-10,25375,0,386.0,0.0,24006.0,0,983.0,0,347815.0,5797805,Africa,228,-2.9814344,23.8222636
Costa Rica,2023-03-02,1204164,0,9230.0,0.0,860711.0,0,334223.0,52,4659757.0,5182354,North America,4,10.2735633,-84.0739102
Costa Rica,2023-03-03,1204164,0,9230.0,0.0,860711.0,0,334223.0,52,4659757.0,5182354,North America,4,10.2735633,-84.0739102
Costa Rica,2023-03-04,1204164,0,9230.0,0.0,860711.0,0,334223.0,52,4659757.0,5182354,North America,4,10.2735633,-84.0739102
Costa Rica,2023-03-05,1204164,0,9230.0,0.0,860711.0,0,334223.0,52,4659757.0,5182354,North America,4,10.2735633,-84.0739102
Costa Rica,2023-03-06,1204164,0,9230.0,0.0,860711.0,0,334223.0,52,4659757.0,5182354,North America,4,10.2735633,-84.0739102
Costa Rica,2023-03-07,1204164,0,9230.0,0.0,860711.0,0,334223.0,52,4659757.0,5182354,North America,4,10.2735633,-84.0739102
Costa Rica,2023-03-08,1204164,0,9230.0,0.0,860711.0,0,334223.0,52,4659757.0,5182354,North America,4,10.2735633,-84.0739102
Costa Rica,2023-03-09,1209725,5561,9245.0,15.0,860711.0,0,339769.0,52,4659757.0,5182354,North America,4,10.2735633,-84.0739102
Costa Rica,2023-03-10,1209725,0,9245.0,0.0,860711.0,0,339769.0,52,4659757.0,5182354,North America,4,10.2735633,-84.0739102
Croatia,2023-03-02,1268992,0,17971.0,0.0,1250549.0,0,472.0,10,5503682.0,4059286,Europe,3,45.3658443,15.6575209
Croatia,2023-03-03,1268992,0,17971.0,0.0,1250549.0,0,472.0,10,5503682.0,4059286,Europe,3,45.3658443,15.6575209
Croatia,2023-03-04,1268992,0,17971.0,0.0,1250549.0,0,472.0,10,5503682.0,4059286,Europe,3,45.3658443,15.6575209
Croatia,2023-03-05,1268992,0,17971.0,0.0,1250549.0,0,472.0,10,5503682.0,4059286,Europe,3,45.3658443,15.6575209
Croatia,2023-03-06,1268992,0,17971.0,0.0,1250549.0,0,472.0,10,5503682.0,4059286,Europe,3,45.3658443,15.6575209
Croatia,2023-03-07,1269326,334,17987.0,16.0,1250890.0,341,449.0,5,5521987.0,4059286,Europe,3,45.3658443,15.6575209
Croatia,2023-03-08,1269326,0,17987.0,0.0,1250890.0,0,449.0,5,5521987.0,4059286,Europe,3,45.3658443,15.6575209
Croatia,2023-03-09,1269326,0,17987.0,0.0,1250890.0,0,449.0,5,5521987.0,4059286,Europe,3,45.3658443,15.6575209
Croatia,2023-03-10,1269326,0,17987.0,0.0,1250890.0,0,449.0,5,5521987.0,4059286,Europe,3,45.3658443,15.6575209
Cuba,2023-03-02,1112609,6,8530.0,0.0,1103988.0,8,91.0,0,14318929.0,11305652,North America,10,23.0131338,-80.8328748
Cuba,2023-03-03,1112613,4,8530.0,0.0,1103992.0,4,91.0,0,14319601.0,11305652,North America,10,23.0131338,-80.8328748
Cuba,2023-03-04,1112622,9,8530.0,0.0,1104004.0,12,88.0,0,14319601.0,11305652,North America,10,23.0131338,-80.8328748
Cuba,2023-03-05,1112625,3,8530.0,0.0,1104008.0,4,87.0,0,14319601.0,11305652,North America,10,23.0131338,-80.8328748
Cuba,2023-03-06,1112625,3,8530.0,0.0,1104008.0,4,87.0,0,14319601.0,11305652,North America,10,23.0131338,-80.8328748
Cuba,2023-03-07,1112631,6,8530.0,0.0,1104011.0,3,90.0,0,14319601.0,11305652,North America,10,23.0131338,-80.8328748
Cuba,2023-03-08,1112631,0,8530.0,0.0,1104015.0,4,86.0,0,14321589.0,11305652,North America,10,23.0131338,-80.8328748
Cuba,2023-03-09,1112637,6,8530.0,0.0,1104024.0,9,83.0,0,14321589.0,11305652,North America,10,23.0131338,-80.8328748
Cuba,2023-03-10,1112647,4,8530.0,0.0,1104038.0,5,79.0,0,14321589.0,11305652,North America,10,23.0131338,-80.8328748
Cyprus,2023-03-02,649093,0,1305.0,0.0,642855.0,0,4933.0,60,9640118.0,1223387,Asia,2,34.9823018,33.1451285
Cyprus,2023-03-03,650685,1592,1330.0,25.0,644210.0,1355,5145.0,60,9640118.0,1223387,Asia,2,34.9823018,33.1451285
Cyprus,2023-03-04,650685,0,1330.0,0.0,644185.0,0,5170.0,60,9640118.0,1223387,Asia,2,34.9823018,33.1451285
Cyprus,2023-03-05,650685,0,1330.0,0.0,644185.0,0,5170.0,60,9640118.0,1223387,Asia,2,34.9823018,33.1451285
Cyprus,2023-03-06,650685,0,1330.0,0.0,644185.0,0,5170.0,60,9640118.0,1223387,Asia,2,34.9823018,33.1451285
Cyprus,2023-03-07,650685,0,1330.0,0.0,644185.0,0,5170.0,60,9640118.0,1223387,Asia,2,34.9823018,33.1451285
Cyprus,2023-03-08,650685,0,1330.0,0.0,644185.0,0,5170.0,60,9640118.0,1223387,Asia,2,34.9823018,33.1451285
Cyprus,2023-03-09,650685,0,1330.0,0.0,644185.0,0,5170.0,60,9640118.0,1223387,Asia,2,34.9823018,33.1451285
Cyprus,2023-03-10,650685,0,1330.0,0.0,644185.0,0,5170.0,60,9640118.0,1223387,Asia,2,34.9823018,33.1451285
Czechia,2023-03-02,4611993,987,42452.0,6.0,4558489.0,181,11052.0,36,57008620.0,10736784,Europe,2,49.7439047,15.3381061
Czechia,2023-03-03,4612903,910,42457.0,5.0,4560289.0,1800,10157.0,47,57013317.0,10736784,Europe,2,49.7439047,15.3381061
Czechia,2023-03-04,4613885,983,42465.0,5.0,4561623.0,1364,9797.0,45,57017713.0,10736784,Europe,2,49.7439047,15.3381061
Czechia,2023-03-05,4614022,137,42465.0,0.0,4562772.0,1149,8785.0,39,57018324.0,10736784,Europe,2,49.7439047,15.3381061
Czechia,2023-03-06,4614031,144,42475.0,4.0,4562803.0,1176,8753.0,39,57018324.0,10736784,Europe,2,49.7439047,15.3381061
Czechia,2023-03-07,4614150,119,42481.0,6.0,4563866.0,1063,7803.0,42,57018828.0,10736784,Europe,2,49.7439047,15.3381061
Czechia,2023-03-08,4615962,1800,42487.0,5.0,4564929.0,1029,8546.0,43,57026205.0,10736784,Europe,2,49.7439047,15.3381061
Czechia,2023-03-09,4617110,1148,42490.0,3.0,4565118.0,189,9502.0,37,57031770.0,10736784,Europe,2,49.7439047,15.3381061
Czechia,2023-03-10,4619204,943,42497.0,1.0,4566894.0,1635,9813.0,47,57041777.0,10736784,Europe,2,49.7439047,15.3381061
North Korea,2023-03-02,4772813,0,74.0,0.0,4772739.0,0,0.0,0,2887853.0,25990679,Asia,5,40.3736611,127.0870417
North Korea,2023-03-03,4772813,0,74.0,0.0,4772739.0,0,0.0,0,2887853.0,25990679,Asia,5,40.3736611,127.0870417
North Korea,2023-03-04,4772813,0,74.0,0.0,4772739.0,0,0.0,0,2887853.0,25990679,Asia,5,40.3736611,127.0870417
North Korea,2023-03-05,4772813,0,74.0,0.0,4772739.0,0,0.0,0,2887853.0,25990679,Asia,5,40.3736611,127.0870417
North Korea,2023-03-06,4772813,0,74.0,0.0,4772739.0,0,0.0,0,2887853.0,25990679,Asia,5,40.3736611,127.0870417
North Korea,2023-03-07,4772813,0,74.0,0.0,4772739.0,0,0.0,0,2887853.0,25990679,Asia,5,40.3736611,127.0870417
North Korea,2023-03-08,4772813,0,74.0,0.0,4772739.0,0,0.0,0,2887853.0,25990679,Asia,5,40.3736611,127.0870417
North Korea,2023-03-09,4772813,0,74.0,0.0,4772739.0,0,0.0,0,2887853.0,25990679,Asia,5,40.3736611,127.0870417
North Korea,2023-03-10,4772813,0,74.0,0.0,4772739.0,0,0.0,0,2887853.0,25990679,Asia,5,40.3736611,127.0870417
Democratic Republic of the Congo,2023-03-02,95749,0,1464.0,0.0,84321.0,0,9964.0,0,846704.0,95240792,Africa,995,-2.9814344,23.8222636
Democratic Republic of the Congo,2023-03-03,95749,0,1464.0,0.0,84321.0,0,9964.0,0,846704.0,95240792,Africa,995,-2.9814344,23.8222636
Democratic Republic of the Congo,2023-03-04,95749,0,1464.0,0.0,84321.0,0,9964.0,0,846704.0,95240792,Africa,995,-2.9814344,23.8222636
Democratic Republic of the Congo,2023-03-05,95749,0,1464.0,0.0,84321.0,0,9964.0,0,846704.0,95240792,Africa,995,-2.9814344,23.8222636
Democratic Republic of the Congo,2023-03-06,95749,0,1464.0,0.0,84321.0,0,9964.0,0,846704.0,95240792,Africa,995,-2.9814344,23.8222636
Democratic Republic of the Congo,2023-03-07,95749,0,1464.0,0.0,84321.0,0,9964.0,0,846704.0,95240792,Africa,995,-2.9814344,23.8222636
Democratic Republic of the Congo,2023-03-08,95749,0,1464.0,0.0,84321.0,0,9964.0,0,846704.0,95240792,Africa,995,-2.9814344,23.8222636
Democratic Republic of the Congo,2023-03-09,95749,0,1464.0,0.0,84321.0,0,9964.0,0,846704.0,95240792,Africa,995,-2.9814344,23.8222636
Democratic Republic of the Congo,2023-03-10,95749,0,1464.0,0.0,84321.0,0,9964.0,0,846704.0,95240792,Africa,995,-2.9814344,23.8222636
Denmark,2023-03-02,3175332,68,8272.0,3.0,3166156.0,76,904.0,19,129198860.0,5834950,Europe,2,55.670249,10.3333283
Denmark,2023-03-03,3175405,73,8274.0,2.0,3166221.0,65,910.0,19,129200291.0,5834950,Europe,2,55.670249,10.3333283
Denmark,2023-03-04,3175474,69,8277.0,3.0,3166219.0,0,978.0,19,129201848.0,5834950,Europe,2,55.670249,10.3333283
Denmark,2023-03-05,3175509,35,8281.0,4.0,3166343.0,124,885.0,19,129202569.0,5834950,Europe,2,55.670249,10.3333283
Denmark,2023-03-06,3175509,35,8281.0,4.0,3166343.0,124,885.0,19,129202569.0,5834950,Europe,2,55.670249,10.3333283
Denmark,2023-03-07,3175554,45,8284.0,3.0,3166397.0,54,873.0,19,129203437.0,5834950,Europe,2,55.670249,10.3333283
Denmark,2023-03-08,3175655,101,8285.0,1.0,3166474.0,77,896.0,19,129205099.0,5834950,Europe,2,55.670249,10.3333283
Denmark,2023-03-09,3175738,83,8292.0,7.0,3166536.0,62,910.0,19,129206485.0,5834950,Europe,2,55.670249,10.3333283
Denmark,2023-03-10,3175889,67,8300.0,4.0,3166673.0,58,916.0,19,129209265.0,5834950,Europe,2,55.670249,10.3333283
Djibouti,2023-03-02,15690,0,189.0,0.0,15427.0,0,74.0,0,305941.0,1016097,Africa,65,11.8145966,42.8453061
Djibouti,2023-03-03,15690,0,189.0,0.0,15427.0,0,74.0,0,305941.0,1016097,Africa,65,11.8145966,42.8453061
Djibouti,2023-03-04,15690,0,189.0,0.0,15427.0,0,74.0,0,305941.0,1016097,Africa,65,11.8145966,42.8453061
Djibouti,2023-03-05,15690,0,189.0,0.0,15427.0,0,74.0,0,305941.0,1016097,Africa,65,11.8145966,42.8453061
Djibouti,2023-03-06,15690,0,189.0,0.0,15427.0,0,74.0,0,305941.0,1016097,Africa,65,11.8145966,42.8453061
Djibouti,2023-03-07,15690,0,189.0,0.0,15427.0,0,74.0,0,305941.0,1016097,Africa,65,11.8145966,42.8453061
Djibouti,2023-03-08,15690,0,189.0,0.0,15427.0,0,74.0,0,305941.0,1016097,Africa,65,11.8145966,42.8453061
Djibouti,2023-03-09,15690,0,189.0,0.0,15427.0,0,74.0,0,305941.0,1016097,Africa,65,11.8145966,42.8453061
Djibouti,2023-03-10,15690,0,189.0,0.0,15427.0,0,74.0,0,305941.0,1016097,Africa,65,11.8145966,42.8453061
Dominican Republic,2023-03-02,660705,0,4384.0,0.0,644785.0,0,11536.0,4,3740928.0,11056370,North America,17,19.0974031,-70.3028026
Dominican Republic,2023-03-03,660705,0,4384.0,0.0,644785.0,0,11536.0,4,3740928.0,11056370,North America,17,19.0974031,-70.3028026
Dominican Republic,2023-03-04,660705,0,4384.0,0.0,644785.0,0,11536.0,4,3740928.0,11056370,North America,17,19.0974031,-70.3028026
Dominican Republic,2023-03-05,660705,0,4384.0,0.0,644785.0,0,11536.0,4,3740928.0,11056370,North America,17,19.0974031,-70.3028026
Dominican Republic,2023-03-06,660705,0,4384.0,0.0,644785.0,0,11536.0,4,3740928.0,11056370,North America,17,19.0974031,-70.3028026
Dominican Republic,2023-03-07,660705,0,4384.0,0.0,644785.0,0,11536.0,4,3740928.0,11056370,North America,17,19.0974031,-70.3028026
Dominican Republic,2023-03-08,660705,0,4384.0,0.0,644785.0,0,11536.0,4,3740928.0,11056370,North America,17,19.0974031,-70.3028026
Dominican Republic,2023-03-09,660790,85,4384.0,0.0,644785.0,0,11621.0,4,3740928.0,11056370,North America,17,19.0974031,-70.3028026
Dominican Republic,2023-03-10,660790,0,4384.0,0.0,644785.0,0,11621.0,4,3740928.0,11056370,North America,17,19.0974031,-70.3028026
Ecuador,2023-03-02,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,-1.3397668,-79.3666965
Ecuador,2023-03-03,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,-1.3397668,-79.3666965
Ecuador,2023-03-04,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,-1.3397668,-79.3666965
Ecuador,2023-03-05,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,-1.3397668,-79.3666965
Ecuador,2023-03-06,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,-1.3397668,-79.3666965
Ecuador,2023-03-07,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,-1.3397668,-79.3666965
Ecuador,2023-03-08,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,-1.3397668,-79.3666965
Ecuador,2023-03-09,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,-1.3397668,-79.3666965
Ecuador,2023-03-10,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,-1.3397668,-79.3666965
Egypt,2023-03-02,515698,0,24613.0,0.0,442182.0,0,48903.0,122,3693367.0,106156692,Africa,206,26.2540493,29.2675469
Egypt,2023-03-03,515698,0,24613.0,0.0,442182.0,0,48903.0,122,3693367.0,106156692,Africa,206,26.2540493,29.2675469
Egypt,2023-03-04,515698,0,24613.0,0.0,442182.0,0,48903.0,122,3693367.0,106156692,Africa,206,26.2540493,29.2675469
Egypt,2023-03-05,515698,0,24613.0,0.0,442182.0,0,48903.0,122,3693367.0,106156692,Africa,206,26.2540493,29.2675469
Egypt,2023-03-06,515698,0,24613.0,0.0,442182.0,0,48903.0,122,3693367.0,106156692,Africa,206,26.2540493,29.2675469
Egypt,2023-03-07,515698,0,24613.0,0.0,442182.0,0,48903.0,122,3693367.0,106156692,Africa,206,26.2540493,29.2675469
Egypt,2023-03-08,515698,0,24613.0,0.0,442182.0,0,48903.0,122,3693367.0,106156692,Africa,206,26.2540493,29.2675469
Egypt,2023-03-09,515759,61,24613.0,0.0,442182.0,0,48964.0,122,3693367.0,106156692,Africa,206,26.2540493,29.2675469
Egypt,2023-03-10,515759,0,24613.0,0.0,442182.0,0,48964.0,122,3693367.0,106156692,Africa,206,26.2540493,29.2675469
El Salvador,2023-03-02,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,13.8000382,-88.9140683
El Salvador,2023-03-03,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,13.8000382,-88.9140683
El Salvador,2023-03-04,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,13.8000382,-88.9140683
El Salvador,2023-03-05,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,13.8000382,-88.9140683
El Salvador,2023-03-06,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,13.8000382,-88.9140683
El Salvador,2023-03-07,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,13.8000382,-88.9140683
El Salvador,2023-03-08,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,13.8000382,-88.9140683
El Salvador,2023-03-09,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,13.8000382,-88.9140683
El Salvador,2023-03-10,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,13.8000382,-88.9140683
Equatorial Guinea,2023-03-02,17229,0,183.0,0.0,16907.0,0,139.0,5,365697.0,1496662,Africa,87,1.613172,10.5170357
Equatorial Guinea,2023-03-03,17229,0,183.0,0.0,16907.0,0,139.0,5,365697.0,1496662,Africa,87,1.613172,10.5170357
Equatorial Guinea,2023-03-04,17229,0,183.0,0.0,16907.0,0,139.0,5,365697.0,1496662,Africa,87,1.613172,10.5170357
Equatorial Guinea,2023-03-05,17229,0,183.0,0.0,16907.0,0,139.0,5,365697.0,1496662,Africa,87,1.613172,10.5170357
Equatorial Guinea,2023-03-06,17229,0,183.0,0.0,16907.0,0,139.0,5,365697.0,1496662,Africa,87,1.613172,10.5170357
Equatorial Guinea,2023-03-07,17229,0,183.0,0.0,16907.0,0,139.0,5,365697.0,1496662,Africa,87,1.613172,10.5170357
Equatorial Guinea,2023-03-08,17229,0,183.0,0.0,16907.0,0,139.0,5,365697.0,1496662,Africa,87,1.613172,10.5170357
